epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,403.583,0.25381,0.2066,0.80091,1,1,0.995,0.995,0.15153,0.15685,0.73325,0.000429253,0.000429253,0.000429253
77,408.885,0.22908,0.19319,0.79597,1,1,0.995,0.995,0.16244,0.15821,0.73549,0.000412749,0.000412749,0.000412749
78,413.829,0.25921,0.21153,0.82189,1,1,0.995,0.99338,0.16615,0.14853,0.73703,0.000396246,0.000396246,0.000396246
79,420.039,0.22074,0.18425,0.79304,1,1,0.995,0.995,0.14749,0.14051,0.73389,0.000379743,0.000379743,0.000379743
80,425.897,0.22845,0.19424,0.79749,1,1,0.995,0.995,0.15493,0.14148,0.73368,0.000363239,0.000363239,0.000363239
81,431.443,0.24063,0.19107,0.79446,1,1,0.995,0.995,0.15737,0.14546,0.7347,0.000346736,0.000346736,0.000346736
82,438.084,0.23392,0.18763,0.79497,1,1,0.995,0.995,0.15923,0.15226,0.73498,0.000330233,0.000330233,0.000330233
83,445.965,0.23839,0.19509,0.78875,1,1,0.995,0.995,0.15483,0.14792,0.73383,0.000313729,0.000313729,0.000313729
84,450.923,0.21893,0.18069,0.78502,1,1,0.995,0.995,0.16121,0.14798,0.73406,0.000297226,0.000297226,0.000297226
85,456.976,0.21663,0.1799,0.79807,1,1,0.995,0.995,0.15242,0.14216,0.73282,0.000280723,0.000280723,0.000280723
86,461.875,0.24786,0.18835,0.81925,1,1,0.995,0.995,0.14979,0.14393,0.73207,0.00026422,0.00026422,0.00026422
87,473.205,0.21527,0.1927,0.79348,1,1,0.995,0.99363,0.1583,0.14316,0.73336,0.000247716,0.000247716,0.000247716
88,478.159,0.24338,0.18574,0.80289,1,1,0.995,0.995,0.15848,0.13849,0.73336,0.000231213,0.000231213,0.000231213
89,485.079,0.22125,0.1822,0.78562,1,1,0.995,0.995,0.1592,0.13228,0.73354,0.00021471,0.00021471,0.00021471
90,490.872,0.21353,0.17278,0.79161,0.99894,1,0.995,0.995,0.14957,0.14198,0.73286,0.000198206,0.000198206,0.000198206
91,500.351,0.18874,0.16626,0.78415,0.99893,1,0.995,0.995,0.14561,0.14102,0.73282,0.000181703,0.000181703,0.000181703
92,508.177,0.18836,0.16574,0.76495,0.99894,1,0.995,0.995,0.14309,0.1459,0.73208,0.0001652,0.0001652,0.0001652
93,513.375,0.19575,0.16678,0.81633,0.99894,1,0.995,0.995,0.15023,0.1484,0.73264,0.000148696,0.000148696,0.000148696
94,524.064,0.18408,0.15994,0.79898,0.99894,1,0.995,0.9919,0.15575,0.14499,0.73297,0.000132193,0.000132193,0.000132193
95,528.427,0.16567,0.15559,0.76926,0.99893,1,0.995,0.99385,0.15358,0.13884,0.73282,0.00011569,0.00011569,0.00011569
96,533.673,0.17784,0.15772,0.7838,0.99895,1,0.995,0.99394,0.14032,0.13263,0.73187,9.91865e-05,9.91865e-05,9.91865e-05
97,539.024,0.18369,0.1609,0.78185,0.99894,1,0.995,0.995,0.13531,0.12989,0.73082,8.26832e-05,8.26832e-05,8.26832e-05
98,544.489,0.18295,0.15998,0.7993,0.99894,1,0.995,0.995,0.13427,0.12523,0.73047,6.61799e-05,6.61799e-05,6.61799e-05
99,549.392,0.1675,0.14435,0.78151,0.99893,1,0.995,0.995,0.13449,0.12576,0.73056,4.96766e-05,4.96766e-05,4.96766e-05
100,554.997,0.16918,0.15267,0.78537,1,1,0.995,0.995,0.13847,0.12134,0.73101,3.31733e-05,3.31733e-05,3.31733e-05
